location;Basel;Basel;Basel
lat;47,546944;47,546944;47,546944
lon;7,568918;7,568918;7,568918
asl;283,69672;283,69672;283,69672
variable;Temperature;Precipitation Total;Soil Moisture
unit;°C;mm;m³/m³
level;2 m elevation corrected;sfc;0-10 cm down
resolution;hourly;hourly;hourly
aggregation;None;None;None
timestamp;Basel Temperature [2 m elevation corrected];Basel Precipitation Total;Basel Soil Moisture [0-10 cm down]
2019-01-21T05:00:00;-0,28947133;0;0,277
2019-01-21T06:00:00;-0,94947135;0;0,277
2019-01-21T07:00:00;-1,4294714;0;0,278
2019-01-21T08:00:00;-1,3994713;0;0,278
2019-01-21T09:00:00;-0,7394713;0;0,278
2019-01-21T10:00:00;0,33052868;0;0,278
2019-01-21T11:00:00;1,8305286;0;0,277
2019-01-21T12:00:00;1,0405287;0;0,287
2019-01-21T13:00:00;1,7305287;0;0,286
2019-01-21T14:00:00;2,2505286;0;0,284
2019-01-21T15:00:00;2,1105285;0;0,283
2019-01-21T16:00:00;1,0405287;0;0,283
2019-01-21T17:00:00;-0,21947134;0;0,282
2019-01-21T18:00:00;-0,77947134;0;0,282
2019-01-21T19:00:00;-1,0394714;0;0,282
2019-01-21T20:00:00;-1,2794713;0;0,282
2019-01-21T21:00:00;-1,4394714;0;0,282
2019-01-21T22:00:00;-1,4094714;0;0,282
2019-01-21T23:00:00;-1,3694713;0;0,282
2019-01-22T00:00:00;-1,5494714;0;0,282
2019-01-22T01:00:00;-1,7594713;0;0,282
2019-01-22T02:00:00;-1,6594714;0;0,282
2019-01-22T03:00:00;-1,9494714;0;0,282
2019-01-22T04:00:00;-2,2394714;0;0,282
2019-01-22T05:00:00;-2,1594715;0;0,282
2019-01-22T06:00:00;-2,0194714;0;0,282
2019-01-22T07:00:00;-2,3394713;0;0,282
2019-01-22T08:00:00;-1,9894713;0;0,282
2019-01-22T09:00:00;-0,5394713;0;0,282
2019-01-22T10:00:00;0,39052868;0;0,282
2019-01-22T11:00:00;1,0005287;0;0,282
2019-01-22T12:00:00;1,9905287;0;0,291
2019-01-22T13:00:00;2,6805286;0;0,29
2019-01-22T14:00:00;3,0005286;0;0,289
2019-01-22T15:00:00;3,3405285;0;0,288
2019-01-22T16:00:00;3,3405285;0;0,287
2019-01-22T17:00:00;0,26052865;0;0,286
2019-01-22T18:00:00;-1,0594714;0;0,286
2019-01-22T19:00:00;-0,9794713;0;0,286
2019-01-22T20:00:00;-1,4694713;0;0,286
2019-01-22T21:00:00;-1,2994714;0;0,286
2019-01-22T22:00:00;-0,88947135;0;0,285
2019-01-22T23:00:00;-0,57947135;0;0,285
2019-01-23T00:00:00;-0,6694713;0;0,285
2019-01-23T01:00:00;-0,33947134;0;0,285
2019-01-23T02:00:00;0,020528657;0;0,285
2019-01-23T03:00:00;0,32052866;0;0,285
2019-01-23T04:00:00;-0,21947134;0;0,285
2019-01-23T05:00:00;-0,6694713;0;0,285
2019-01-23T06:00:00;-0,65947133;0;0,285
2019-01-23T07:00:00;-0,70947134;0;0,285
2019-01-23T08:00:00;-0,43947133;0;0,285
2019-01-23T09:00:00;0,67052865;0;0,285
2019-01-23T10:00:00;1,9605286;0;0,284
2019-01-23T11:00:00;2,9605286;0;0,283
2019-01-23T12:00:00;4,3505287;0;0,291
2019-01-23T13:00:00;4,7505283;0;0,29
2019-01-23T14:00:00;4,5905285;0;0,288
2019-01-23T15:00:00;4,4005284;0;0,286
2019-01-23T16:00:00;4,040529;0;0,285
2019-01-23T17:00:00;2,5505285;0;0,284
2019-01-23T18:00:00;2,0505285;0;0,284
2019-01-23T19:00:00;1,5305287;0;0,283
2019-01-23T20:00:00;0,79052866;0;0,282
2019-01-23T21:00:00;-0,43947133;0;0,282
2019-01-23T22:00:00;-0,59947133;0;0,281
2019-01-23T23:00:00;-0,63947135;0;0,281
2019-01-24T00:00:00;-1,5794713;0;0,28
2019-01-24T01:00:00;-3,0294714;0;0,28
2019-01-24T02:00:00;-3,7494714;0;0,28
2019-01-24T03:00:00;-3,7194715;0;0,28
2019-01-24T04:00:00;-3,3394713;0;0,28
2019-01-24T05:00:00;-3,1594715;0;0,28
2019-01-24T06:00:00;-2,7394714;0;0,28
2019-01-24T07:00:00;-2,0894713;0,1;0,28
2019-01-24T08:00:00;-1,4494714;0,2;0,28
2019-01-24T09:00:00;-0,40947133;0,1;0,28
2019-01-24T10:00:00;0,42052865;0;0,28
2019-01-24T11:00:00;0,5705287;0;0,281
2019-01-24T12:00:00;0,000528658;0;0,307
2019-01-24T13:00:00;0,32052866;0;0,307
2019-01-24T14:00:00;0,37052867;0;0,306
2019-01-24T15:00:00;0,050528657;0;0,306
2019-01-24T16:00:00;-0,6794713;0;0,306
2019-01-24T17:00:00;-1,5394714;0;0,306
2019-01-24T18:00:00;-1,8594713;0;0,305
2019-01-24T19:00:00;-1,9194714;0;0,305
2019-01-24T20:00:00;-2,0794713;0;0,305
2019-01-24T21:00:00;-2,0394714;0;0,305
2019-01-24T22:00:00;-2,0594714;0;0,305
2019-01-24T23:00:00;-1,8194714;0;0,305
2019-01-25T00:00:00;-1,7294713;0;0,305
2019-01-25T01:00:00;-1,8994713;0;0,305
2019-01-25T02:00:00;-2,1294715;0;0,304
2019-01-25T03:00:00;-1,9194714;0;0,304
2019-01-25T04:00:00;-2,5394714;0;0,304
2019-01-25T05:00:00;-2,7994714;0;0,304
2019-01-25T06:00:00;-2,6994715;0;0,304
2019-01-25T07:00:00;-2,7394714;0;0,304
2019-01-25T08:00:00;-2,1694715;0;0,304
2019-01-25T09:00:00;-1,2994714;0;0,304
2019-01-25T10:00:00;-0,58947134;0;0,303
2019-01-25T11:00:00;0,08052866;0;0,303
2019-01-25T12:00:00;0,20052865;0;0,319
2019-01-25T13:00:00;0,7505287;0;0,319
2019-01-25T14:00:00;0,9405287;0;0,318
2019-01-25T15:00:00;0,68052864;0;0,313
2019-01-25T16:00:00;0,10052866;0;0,306
2019-01-25T17:00:00;0,16052866;0;0,305
2019-01-25T18:00:00;0,7005287;0;0,305
2019-01-25T19:00:00;0,33052868;0;0,305
2019-01-25T20:00:00;-0,5594713;0;0,305
2019-01-25T21:00:00;-0,5594713;0;0,305
2019-01-25T22:00:00;-0,04947134;0;0,305
2019-01-25T23:00:00;0,33052868;0;0,305
2019-01-26T00:00:00;1,1605287;0;0,304
2019-01-26T01:00:00;1,3205286;0;0,304
2019-01-26T02:00:00;1,1505287;0,1;0,305
2019-01-26T03:00:00;1,2905287;0,3;0,308
2019-01-26T04:00:00;1,5805286;0,5;0,312
2019-01-26T05:00:00;3,1005285;0,2;0,314
2019-01-26T06:00:00;3,8005285;0;0,314
2019-01-26T07:00:00;4,1405287;0;0,314
2019-01-26T08:00:00;4,4405284;0;0,314
2019-01-26T09:00:00;5,8805285;0;0,309
2019-01-26T10:00:00;7,5205283;0;0,304
2019-01-26T11:00:00;8,170529;0;0,3
2019-01-26T12:00:00;8,490529;0;0,288
2019-01-26T13:00:00;8,170529;0;0,287
2019-01-26T14:00:00;8,140529;0;0,285
2019-01-26T15:00:00;8,010529;0;0,284
2019-01-26T16:00:00;6,8905287;0;0,283
2019-01-26T17:00:00;4,8105288;0;0,283
2019-01-26T18:00:00;3,8905284;0;0,282
2019-01-26T19:00:00;3,7505286;0;0,282
2019-01-26T20:00:00;4,0105286;0;0,281
2019-01-26T21:00:00;4,020529;0;0,281
2019-01-26T22:00:00;4,1105285;0;0,28
2019-01-26T23:00:00;4,4005284;0;0,28
2019-01-27T00:00:00;4,7705283;0;0,279
2019-01-27T01:00:00;4,4105287;0;0,279
2019-01-27T02:00:00;4,3905287;0;0,278
2019-01-27T03:00:00;4,9805284;0;0,278
2019-01-27T04:00:00;6,0105286;0;0,278
2019-01-27T05:00:00;6,0005283;0;0,277
2019-01-27T06:00:00;5,9005284;0;0,277
2019-01-27T07:00:00;5,7305284;0;0,277
2019-01-27T08:00:00;5,5105286;0;0,276
2019-01-27T09:00:00;7,4805284;0;0,276
2019-01-27T10:00:00;8,030529;0;0,275
2019-01-27T11:00:00;8,560529;0;0,274
2019-01-27T12:00:00;9,560529;0;0,286
2019-01-27T13:00:00;9,780529;0;0,284
2019-01-27T14:00:00;9,580529;0;0,283
2019-01-27T15:00:00;9,030529;0;0,282
2019-01-27T16:00:00;7,9805284;0;0,281
2019-01-27T17:00:00;6,8005285;0;0,28
2019-01-27T18:00:00;5,8605285;0;0,28
2019-01-27T19:00:00;3,2905285;0;0,28
2019-01-27T20:00:00;2,6705287;0;0,28
2019-01-27T21:00:00;2,8105285;0;0,279
2019-01-27T22:00:00;2,9105287;0;0,279
2019-01-27T23:00:00;2,8105285;0;0,279
2019-01-28T00:00:00;2,7605286;0;0,278
2019-01-28T01:00:00;2,3605285;0,7;0,284
2019-01-28T02:00:00;1,9405286;0;0,283
2019-01-28T03:00:00;1,8105286;0;0,283
2019-01-28T04:00:00;1,7705287;0;0,282
2019-01-28T05:00:00;1,5805286;0;0,282
2019-01-28T06:00:00;1,4505286;0;0,281
2019-01-28T07:00:00;1,2905287;0;0,281
2019-01-28T08:00:00;1,2705287;0;0,28
2019-01-28T09:00:00;1,3505287;0;0,28
2019-01-28T10:00:00;1,4205287;0;0,279
2019-01-28T11:00:00;1,8105286;0;0,279
2019-01-28T12:00:00;3,3705285;0;0,289
2019-01-28T13:00:00;3,5805285;0;0,289
2019-01-28T14:00:00;3,3505285;0;0,289
2019-01-28T15:00:00;3,4705286;0;0,288
2019-01-28T16:00:00;3,4605286;0;0,288
2019-01-28T17:00:00;2,7705286;0;0,287
2019-01-28T18:00:00;2,5605285;0;0,287
2019-01-28T19:00:00;1,9505286;0,4;0,29
2019-01-28T20:00:00;2,2105286;0,4;0,293
2019-01-28T21:00:00;2,1805286;0;0,292
2019-01-28T22:00:00;2,2105286;0,1;0,292
2019-01-28T23:00:00;1,9705287;0;0,292
2019-01-29T00:00:00;0,98052865;0;0,291
2019-01-29T01:00:00;0,7705287;0;0,291
2019-01-29T02:00:00;0,56052864;0;0,29
2019-01-29T03:00:00;0,070528656;0;0,29
2019-01-29T04:00:00;-0,029471342;0;0,289
2019-01-29T05:00:00;0,15052865;0;0,289
2019-01-29T06:00:00;0,040528655;0;0,288
2019-01-29T07:00:00;-0,7294713;0;0,288
2019-01-29T08:00:00;0,030528657;0;0,287
2019-01-29T09:00:00;1,3805287;0;0,286
2019-01-29T10:00:00;2,2805285;0;0,286
2019-01-29T11:00:00;3,0205286;0;0,286
2019-01-29T12:00:00;3,5705285;0;0,285
2019-01-29T13:00:00;3,9405286;0;0,284
2019-01-29T14:00:00;4,8705287;0;0,283
2019-01-29T15:00:00;5,1705284;0;0,283
2019-01-29T16:00:00;4,7605286;0;0,283
2019-01-29T17:00:00;3,8105285;0;0,282
2019-01-29T18:00:00;2,7305286;0;0,282
2019-01-29T19:00:00;2,0905285;0;0,282
2019-01-29T20:00:00;1,6805286;0;0,281
2019-01-29T21:00:00;1,1405287;0;0,281
2019-01-29T22:00:00;0,6905287;0;0,281
2019-01-29T23:00:00;0,60052866;0;0,281
2019-01-30T00:00:00;0,7005287;0;0,28
2019-01-30T01:00:00;0,9405287;0;0,28
2019-01-30T02:00:00;1,3005286;0;0,28
2019-01-30T03:00:00;2,1405284;0;0,28
2019-01-30T04:00:00;2,6205285;0;0,279
2019-01-30T05:00:00;1,9405286;0;0,279
2019-01-30T06:00:00;1,6205287;0;0,279
2019-01-30T07:00:00;1,1705287;0;0,278
2019-01-30T08:00:00;1,4205287;0;0,278
2019-01-30T09:00:00;1,2605287;0,1;0,279
2019-01-30T10:00:00;1,2505287;0,2;0,281
2019-01-30T11:00:00;1,9705287;0,2;0,282
2019-01-30T12:00:00;2,6505284;0;0,282
2019-01-30T13:00:00;2,7805285;0;0,281
2019-01-30T14:00:00;2,7105286;0;0,281
2019-01-30T15:00:00;2,4705286;0;0,279
2019-01-30T16:00:00;1,9105287;0;0,279
2019-01-30T17:00:00;0,26052865;0;0,279
2019-01-30T18:00:00;0,30052868;0;0,279
2019-01-30T19:00:00;-0,30947134;0;0,278
2019-01-30T20:00:00;0,86052865;0;0,278
2019-01-30T21:00:00;0,21052867;0;0,278
2019-01-30T22:00:00;0,31052867;0;0,277
2019-01-30T23:00:00;1,1405287;0;0,277
2019-01-31T00:00:00;1,0905286;0;0,277
2019-01-31T01:00:00;0,20052865;0;0,277
2019-01-31T02:00:00;-0,39947134;0;0,277
2019-01-31T03:00:00;-0,95947134;0;0,276
2019-01-31T04:00:00;-1,6294713;0;0,276
2019-01-31T05:00:00;-2,0594714;0;0,276
2019-01-31T06:00:00;-2,2594714;0;0,276
2019-01-31T07:00:00;-1,7794713;0;0,276
2019-01-31T08:00:00;-2,0394714;0;0,276
2019-01-31T09:00:00;-1,2994714;0;0,276
2019-01-31T10:00:00;0,40052867;0;0,276
2019-01-31T11:00:00;1,9905287;0;0,276
2019-01-31T12:00:00;6,8605285;0;0,277
2019-01-31T13:00:00;5,2805285;0;0,275
2019-01-31T14:00:00;6,1105285;0;0,275
2019-01-31T15:00:00;6,6805286;0;0,275
2019-01-31T16:00:00;4,9805284;0;0,274
2019-01-31T17:00:00;4,7105284;0;0,274
2019-01-31T18:00:00;4,7605286;0;0,274
2019-01-31T19:00:00;4,1305285;0,3;0,276
2019-01-31T20:00:00;3,5605285;0;0,276
2019-01-31T21:00:00;3,4805286;0;0,277
2019-01-31T22:00:00;3,3305285;0;0,277
2019-01-31T23:00:00;4,4105287;0;0,277
2019-02-01T00:00:00;4,7505283;0;0,277
2019-02-01T01:00:00;4,9805284;0;0,276
2019-02-01T02:00:00;6,1505284;0;0,276
2019-02-01T03:00:00;6,3405285;0;0,276
2019-02-01T04:00:00;6,0305285;0;0,276
2019-02-01T05:00:00;5,5805287;0;0,276
2019-02-01T06:00:00;6,4705286;0;0,276
2019-02-01T07:00:00;5,3205285;0;0,276
2019-02-01T08:00:00;4,5105286;0;0,277
2019-02-01T09:00:00;5,3905287;0,3;0,279
2019-02-01T10:00:00;5,2105284;1,5;0,29
2019-02-01T11:00:00;5,1605287;2,2;0,309
2019-02-01T12:00:00;6,9505286;0;0,283
2019-02-01T13:00:00;8,320529;0;0,283
2019-02-01T14:00:00;8,690529;0;0,282
2019-02-01T15:00:00;8,640529;0;0,281
2019-02-01T16:00:00;8,480529;0;0,281
2019-02-01T17:00:00;8,180529;0;0,28
2019-02-01T18:00:00;6,8605285;0;0,28
2019-02-01T19:00:00;6,0105286;0;0,28
2019-02-01T20:00:00;6,0005283;0,3;0,282
2019-02-01T21:00:00;6,1905284;0,3;0,284
2019-02-01T22:00:00;5,790529;0,1;0,285
2019-02-01T23:00:00;5,5905285;0;0,284
2019-02-02T00:00:00;5,4605284;0;0,284
2019-02-02T01:00:00;5,1705284;0;0,283
2019-02-02T02:00:00;4,8705287;0;0,283
2019-02-02T03:00:00;3,9405286;0;0,283
2019-02-02T04:00:00;3,6505284;0;0,282
2019-02-02T05:00:00;4,0505285;0;0,282
2019-02-02T06:00:00;4,0105286;0;0,282
2019-02-02T07:00:00;3,7605286;0;0,282
2019-02-02T08:00:00;3,8405285;0;0,281
2019-02-02T09:00:00;5,5605288;0;0,281
2019-02-02T10:00:00;6,8105288;0;0,281
2019-02-02T11:00:00;7,8305287;0;0,28
2019-02-02T12:00:00;8,060529;0;0,295
2019-02-02T13:00:00;8,920529;0;0,294
2019-02-02T14:00:00;9,010529;0;0,294
2019-02-02T15:00:00;8,400529;0;0,292
2019-02-02T16:00:00;7,4305286;0;0,292
2019-02-02T17:00:00;6,3405285;0;0,291
2019-02-02T18:00:00;6,1305285;0;0,291
2019-02-02T19:00:00;4,540529;0;0,291
2019-02-02T20:00:00;4,2105284;0;0,291
2019-02-02T21:00:00;4,2405286;0;0,29
2019-02-02T22:00:00;4,000529;0;0,29
2019-02-02T23:00:00;3,5205286;0;0,29
2019-02-03T00:00:00;3,2605286;0;0,29
2019-02-03T01:00:00;3,1305285;0;0,29
2019-02-03T02:00:00;3,0105286;0;0,29
2019-02-03T03:00:00;2,8605285;0;0,29
2019-02-03T04:00:00;2,9005284;0;0,29
2019-02-03T05:00:00;2,2705286;0;0,29
2019-02-03T06:00:00;0,7005287;0;0,29
2019-02-03T07:00:00;0,08052866;0;0,29
2019-02-03T08:00:00;0,39052868;0;0,289
2019-02-03T09:00:00;0,9505287;0;0,289
2019-02-03T10:00:00;1,2505287;0;0,289
2019-02-03T11:00:00;1,7205287;0;0,289
2019-02-03T12:00:00;2,5605285;0;0,302
2019-02-03T13:00:00;3,2205286;0;0,301
2019-02-03T14:00:00;3,3805285;0;0,299
2019-02-03T15:00:00;3,7605286;0;0,299
2019-02-03T16:00:00;3,5905285;0;0,298
2019-02-03T17:00:00;2,3305285;0;0,298
2019-02-03T18:00:00;0,8205287;0;0,297
2019-02-03T19:00:00;-0,29947135;0;0,297
2019-02-03T20:00:00;-0,69947135;0;0,297
2019-02-03T21:00:00;-0,63947135;0;0,297
2019-02-03T22:00:00;-0,89947134;0;0,297
2019-02-03T23:00:00;-0,9194713;0;0,297
2019-02-04T00:00:00;-0,31947133;0;0,297
2019-02-04T01:00:00;-1,1494713;0;0,297
2019-02-04T02:00:00;-1,4194714;0;0,297
2019-02-04T03:00:00;-2,7594714;0;0,297
2019-02-04T04:00:00;-2,2894714;0;0,296
2019-02-04T05:00:00;-1,8894713;0;0,296
2019-02-04T06:00:00;-2,2694714;0;0,296
2019-02-04T07:00:00;-2,0694714;0;0,296
2019-02-04T08:00:00;-1,1794714;0;0,296
2019-02-04T09:00:00;-0,33947134;0;0,296
2019-02-04T10:00:00;0,80052865;0;0,296
2019-02-04T11:00:00;2,0205286;0;0,296
2019-02-04T12:00:00;4,4105287;0;0,287
2019-02-04T13:00:00;5,1805286;0;0,287
2019-02-04T14:00:00;5,5205283;0;0,286
2019-02-04T15:00:00;5,4605284;0;0,286
2019-02-04T16:00:00;4,3205285;0;0,286
2019-02-04T17:00:00;2,0905285;0;0,286
2019-02-04T18:00:00;0,97052866;0;0,286
2019-02-04T19:00:00;1,0105287;0;0,285
2019-02-04T20:00:00;0,7605287;0;0,285
2019-02-04T21:00:00;0,84052867;0;0,285
2019-02-04T22:00:00;0,7705287;0;0,285
2019-02-04T23:00:00;0,53052866;0;0,286
2019-02-05T00:00:00;0,5705287;0;0,286
2019-02-05T01:00:00;0,65052867;0;0,286
2019-02-05T02:00:00;0,78052866;0;0,286
2019-02-05T03:00:00;1,0605286;0;0,286
2019-02-05T04:00:00;1,1705287;0;0,285
2019-02-05T05:00:00;0,99052864;0;0,285
2019-02-05T06:00:00;0,72052866;0;0,286
2019-02-05T07:00:00;0,47052866;0;0,286
2019-02-05T08:00:00;0,72052866;0;0,286
2019-02-05T09:00:00;2,0505285;0;0,285
2019-02-05T10:00:00;3,3905284;0;0,285
2019-02-05T11:00:00;4,5005283;0;0,285
2019-02-05T12:00:00;4,9005284;0;0,298
2019-02-05T13:00:00;6,0205283;0;0,296
2019-02-05T14:00:00;6,540529;0;0,294
2019-02-05T15:00:00;6,5505285;0;0,292
2019-02-05T16:00:00;5,4305286;0;0,291
2019-02-05T17:00:00;2,9305286;0;0,29
2019-02-05T18:00:00;2,3405285;0;0,29
2019-02-05T19:00:00;2,2005286;0;0,289
2019-02-05T20:00:00;2,1905286;0;0,289
2019-02-05T21:00:00;1,8205286;0;0,289
2019-02-05T22:00:00;1,1405287;0;0,289
2019-02-05T23:00:00;1,1205287;0;0,289
2019-02-06T00:00:00;1,3905287;0;0,289
2019-02-06T01:00:00;1,3805287;0;0,289
2019-02-06T02:00:00;1,3505287;0;0,289
2019-02-06T03:00:00;0,86052865;0;0,289
2019-02-06T04:00:00;-0,009471342;0;0,289
2019-02-06T05:00:00;-0,7894713;0;0,289
2019-02-06T06:00:00;-1,0194713;0;0,289
2019-02-06T07:00:00;-0,7894713;0;0,289
2019-02-06T08:00:00;0,14052865;0;0,289
2019-02-06T09:00:00;1,8005286;0;0,289
2019-02-06T10:00:00;3,3905284;0;0,288
2019-02-06T11:00:00;4,5805287;0;0,288
2019-02-06T12:00:00;5,6605287;0;0,298
2019-02-06T13:00:00;6,6405287;0;0,296
2019-02-06T14:00:00;7,2105284;0;0,294
2019-02-06T15:00:00;7,1705284;0;0,293
2019-02-06T16:00:00;6,1005287;0;0,292
2019-02-06T17:00:00;4,7305284;0;0,291
2019-02-06T18:00:00;3,7605286;0;0,29
2019-02-06T19:00:00;2,8105285;0;0,29
2019-02-06T20:00:00;2,3905284;0;0,289
2019-02-06T21:00:00;2,1505284;0;0,289
2019-02-06T22:00:00;2,1605287;0;0,289
2019-02-06T23:00:00;1,9505286;0;0,289
2019-02-07T00:00:00;1,8105286;0;0,289
2019-02-07T01:00:00;1,6005287;0;0,289
2019-02-07T02:00:00;1,1505287;0;0,289
2019-02-07T03:00:00;1,2305287;0;0,289
2019-02-07T04:00:00;1,9605286;0;0,289
2019-02-07T05:00:00;2,5505285;0;0,289
2019-02-07T06:00:00;3,7605286;0;0,289
2019-02-07T07:00:00;4,4705286;0;0,289
2019-02-07T08:00:00;3,5105286;0;0,289
2019-02-07T09:00:00;7,5105286;0;0,289
2019-02-07T10:00:00;9,090529;0;0,289
2019-02-07T11:00:00;10,730529;0;0,288
2019-02-07T12:00:00;7,1105285;0,4;0,306
2019-02-07T13:00:00;7,7105284;0,4;0,307
2019-02-07T14:00:00;9,230529;0;0,304
2019-02-07T15:00:00;7,6505284;0,3;0,304
2019-02-07T16:00:00;6,6305285;0,7;0,308
2019-02-07T17:00:00;6,290529;0,8;0,313
2019-02-07T18:00:00;6,290529;0;0,309
2019-02-07T19:00:00;6,6405287;0;0,306
2019-02-07T20:00:00;5,6405287;0;0,304
2019-02-07T21:00:00;4,1405287;0;0,302
2019-02-07T22:00:00;3,2205286;0;0,301
2019-02-07T23:00:00;2,9005284;0;0,3
2019-02-08T00:00:00;2,2405286;0;0,298
2019-02-08T01:00:00;2,3205285;0;0,298
2019-02-08T02:00:00;2,0505285;0;0,297
2019-02-08T03:00:00;2,6005285;0;0,296
2019-02-08T04:00:00;2,7605286;0;0,295
2019-02-08T05:00:00;2,0005286;0;0,295
2019-02-08T06:00:00;1,3105286;0;0,294
2019-02-08T07:00:00;1,4105287;0;0,294
2019-02-08T08:00:00;2,2805285;0;0,294
2019-02-08T09:00:00;4,6905284;0;0,293
2019-02-08T10:00:00;6,4105287;0;0,293
2019-02-08T11:00:00;7,5605288;0;0,291
2019-02-08T12:00:00;8,310529;0;0,308
2019-02-08T13:00:00;8,880529;0;0,305
2019-02-08T14:00:00;8,780529;0;0,303
2019-02-08T15:00:00;8,590529;0;0,301
2019-02-08T16:00:00;7,8105288;0;0,299
2019-02-08T17:00:00;6,4905286;0;0,298
2019-02-08T18:00:00;5,4505286;0;0,297
2019-02-08T19:00:00;5,3705287;0;0,297
2019-02-08T20:00:00;4,6205287;0;0,296
2019-02-08T21:00:00;4,4105287;0;0,295
2019-02-08T22:00:00;4,7805285;0;0,295
2019-02-08T23:00:00;5,5805287;0;0,294
2019-02-09T00:00:00;5,3305287;0;0,294
2019-02-09T01:00:00;5,3805285;0;0,293
2019-02-09T02:00:00;5,8205285;0;0,293
2019-02-09T03:00:00;6,290529;0;0,293
2019-02-09T04:00:00;6,4705286;0;0,292
2019-02-09T05:00:00;7,0905285;0;0,292
2019-02-09T06:00:00;7,7705283;0;0,292
2019-02-09T07:00:00;7,2605286;0;0,292
2019-02-09T08:00:00;8,080529;0;0,291
2019-02-09T09:00:00;9,470529;0;0,291
2019-02-09T10:00:00;10,410529;0;0,29
2019-02-09T11:00:00;10,690529;0;0,289
2019-02-09T12:00:00;10,900529;0;0,291
2019-02-09T13:00:00;11,290529;0;0,289
2019-02-09T14:00:00;11,430529;0;0,288
2019-02-09T15:00:00;11,540529;0;0,287
2019-02-09T16:00:00;10,930529;0;0,287
2019-02-09T17:00:00;9,810529;0;0,286
2019-02-09T18:00:00;8,870529;0;0,286
2019-02-09T19:00:00;8,780529;0;0,286
2019-02-09T20:00:00;8,830529;0;0,286
2019-02-09T21:00:00;8,420529;0;0,286
2019-02-09T22:00:00;8,450529;0;0,286
2019-02-09T23:00:00;8,890529;0;0,286
2019-02-10T00:00:00;8,740529;0;0,285
2019-02-10T01:00:00;9,0505295;0;0,285
2019-02-10T02:00:00;8,980529;0;0,285
2019-02-10T03:00:00;9,030529;0;0,285
2019-02-10T04:00:00;9,150529;0;0,284
2019-02-10T05:00:00;8,680529;0;0,284
2019-02-10T06:00:00;8,170529;0;0,284
2019-02-10T07:00:00;7,8605285;0;0,284
2019-02-10T08:00:00;9,130529;0;0,283
2019-02-10T09:00:00;10,860529;0;0,283
2019-02-10T10:00:00;11,760529;0;0,282
2019-02-10T11:00:00;10,390529;0;0,282
2019-02-10T12:00:00;12,410529;0;0,277
2019-02-10T13:00:00;12,520529;0;0,276
2019-02-10T14:00:00;10,970529;0,3;0,278
2019-02-10T15:00:00;9,810529;1,2;0,284
2019-02-10T16:00:00;8,170529;1,8;0,299
2019-02-10T17:00:00;6,0305285;0,1;0,298
2019-02-10T18:00:00;5,4405284;0,3;0,3
2019-02-10T19:00:00;4,9105287;0;0,298
2019-02-10T20:00:00;4,6705284;0;0,297
2019-02-10T21:00:00;4,2305284;0;0,296
2019-02-10T22:00:00;4,1105285;0;0,296
2019-02-10T23:00:00;3,9505286;0,1;0,296
2019-02-11T00:00:00;3,3705285;0;0,295
2019-02-11T01:00:00;2,9805286;0;0,294
2019-02-11T02:00:00;2,7205286;0;0,293
2019-02-11T03:00:00;2,6105285;0;0,293
2019-02-11T04:00:00;2,5105286;0;0,292
2019-02-11T05:00:00;2,3005285;0;0,291
2019-02-11T06:00:00;1,7605287;0;0,291
2019-02-11T07:00:00;1,2705287;0;0,29
2019-02-11T08:00:00;2,1405284;0;0,29
2019-02-11T09:00:00;3,3005285;0;0,289
2019-02-11T10:00:00;4,1405287;0;0,289
2019-02-11T11:00:00;3,6605287;0,2;0,29
2019-02-11T12:00:00;5,6805286;0;0,286
2019-02-11T13:00:00;6,0705285;0;0,285
2019-02-11T14:00:00;6,0105286;0;0,285
2019-02-11T15:00:00;5,8705287;0;0,286
2019-02-11T16:00:00;5,8005285;0,1;0,286
2019-02-11T17:00:00;4,5505285;0;0,287
2019-02-11T18:00:00;4,1305285;0;0,286
2019-02-11T19:00:00;4,0805287;0;0,286
2019-02-11T20:00:00;3,9505286;0;0,286
2019-02-11T21:00:00;3,6105285;0;0,286
2019-02-11T22:00:00;3,3805285;0;0,286
2019-02-11T23:00:00;2,7705286;0;0,286
2019-02-12T00:00:00;1,7005286;0;0,286
2019-02-12T01:00:00;1,8305286;0;0,286
2019-02-12T02:00:00;1,2605287;0;0,287
2019-02-12T03:00:00;0,85052866;0;0,287
2019-02-12T04:00:00;0,79052866;0;0,287
2019-02-12T05:00:00;0,8905287;0;0,287
2019-02-12T06:00:00;0,90052867;0;0,287
2019-02-12T07:00:00;0,8305287;0;0,287
2019-02-12T08:00:00;1,7805287;0;0,287
2019-02-12T09:00:00;3,1205285;0;0,286
2019-02-12T10:00:00;4,5805287;0;0,286
2019-02-12T11:00:00;5,8705287;0;0,286
2019-02-12T12:00:00;6,0805287;0;0,28
2019-02-12T13:00:00;7,1805286;0;0,28
2019-02-12T14:00:00;7,6005287;0;0,279
2019-02-12T15:00:00;7,6005287;0;0,279
2019-02-12T16:00:00;7,1205287;0;0,278
2019-02-12T17:00:00;6,4405284;0;0,278
2019-02-12T18:00:00;5,6905284;0;0,279
2019-02-12T19:00:00;5,1605287;0;0,279
2019-02-12T20:00:00;4,3105288;0;0,279
2019-02-12T21:00:00;3,1605287;0;0,279
2019-02-12T22:00:00;1,7405287;0;0,279
2019-02-12T23:00:00;1,0705286;0;0,279
